# Id,E(Ry),Eat(Ry)
22947,-272.58481245,-10.80310845
22951,-362.72413405,-20.96710405
22952,-339.45342902,-15.34927302
22970,-334.9683552,-13.3546142
22990,-243.73402344,-14.29160944
23009,-305.24622751,-13.09374451
23010,-107.29586247,-4.85636947
23011,-188.4007004,-12.1474884
23014,-217.43436231,-12.37824831
23033,-281.2007431,-18.8971351
23043,-263.01208077,-13.50937777
23049,-174.29711119,-11.85199019
23057,-153.02668882,-8.01852682000001
23064,-245.76506305,-15.88728205
23069,-152.84069931,-5.95461731
23087,-195.83307918,-9.61415317999999
23098,-181.20301677,-9.27581577000001
23100,-288.50054291,-14.57275291
23104,-150.66645678,-7.49389078000002
23105,-361.08751717,-20.46299717
23110,-105.22846284,-5.90496084
23111,-205.2174045,-13.7981965
23112,-222.23447844,-8.57055543999999
23114,-178.93380293,-13.99826693
23121,-217.44452711,-7.67124810999999
23137,-231.99612216,-10.55091116
23148,-315.14646083,-18.27138683
23150,-162.24612763,-12.25713563
23151,-147.92707799,-11.04903399
23172,-217.7491435,-8.2341035
23173,-313.10973842,-18.76740342
23174,-109.55563324,-8.33924124000001
23175,-212.74799653,-10.76554953
23178,-131.36228252,-8.25000552
23180,-205.13976675,-12.75923375
23184,-358.06069502,-21.85277702
23188,-403.4951649,-21.1821899
23190,-362.91739947,-15.04297547
23195,-195.98213587,-11.64112987
23196,-195.98791961,-11.64691361
23197,-210.29726531,-12.84531131
23204,-207.41373586,-16.25630386
23205,-334.67161771,-16.33602571
23206,-274.70979084,-12.27326784
23209,-289.0009309,-13.4534599
23210,-301.25010116,-13.02704916
23219,-262.57466421,-12.81372221
23220,-276.8638382,-13.9919482
23228,-195.80476024,-9.80528624000002
23229,-198.38845599,-10.11448199
23234,-117.01486948,-7.01354048
23236,-452.13039479,-17.23717579
23238,-107.51406421,-6.95249121000001
23239,-171.86114131,-9.37369630999999
23249,-264.6003328,-6.88640079999999
23269,-198.40371154,-10.12973754
23272,-112.0495658,-5.93888079999999
23274,-173.89507109,-10.97225909
23275,-219.07414467,-13.10497267
23276,-238.17019755,-15.41888555
23277,-219.41640284,-12.04700184
23286,-140.83249063,-8.49990962999999
23288,-278.73545523,-18.48689523
23291,-253.00491422,-9.02750621999999
23293,-126.49517395,-7.27354095
23294,-150.47889893,-10.58448193
23295,-240.76685578,-13.12125078
23303,-466.13645506,-21.62988906
23305,-140.63515545,-9.48335145000001
23313,-114.53153791,-9.64395390999999
23315,-268.74835479,-17.93955079
23318,-454.55645576,-17.82764076
23321,-152.80812086,-5.92203886000001
23326,-236.2524978,-13.7171008
23327,-224.99139329,-8.09164529
23332,-394.50925245,-18.61612345
23335,-310.36933435,-17.16545235
23339,-400.21455917,-11.13486117
23340,-315.79294787,-13.05871887
23342,-272.58357512,-9.92670912
23346,-255.49562987,-13.11939587
23347,-193.74562127,-7.94778926999999
23349,-111.95614435,-5.62600735000001
23350,-99.74163035,-6.08707434999999
23351,-137.74275938,-8.42655138000001
23352,-105.07574247,-6.34976546999999
23353,-303.98806514,-11.65402614
23355,-286.71620323,-14.88224823
23356,-147.46294455,-9.14588455000001
23357,-157.43000525,-9.93142824999998
23358,-212.6708495,-13.3832995
23361,-263.02494472,-13.52224172
23363,-176.40120544,-8.36464844000002
23365,-174.45010502,-8.94628702
23372,-168.60323708,-6.79925808000002
23375,-165.00798668,-8.72447267999999
23376,-239.15696013,-12.20496113
23378,-200.68725471,-10.79713671
23382,-229.20491597,-10.99552997
23395,-152.69593385,-9.08800084999999
23396,-209.96711496,-8.75932096
23400,-176.87158617,-9.31272017000001
23404,-168.72996512,-6.70653412000001
23406,-186.14313075,-10.54473775
23407,-155.24983385,-9.58685284999999
23409,-200.21122621,-9.62396520999999
23410,-212.8482076,-10.2825086
23414,-207.35928689,-8.20654088999999
23416,-217.4190455,-12.5823835
23421,-301.2258478,-13.0027958
23425,-214.80517088,-12.98488188
23426,-180.75640017,-8.46037517000002
23431,-288.51970312,-17.43115812
23432,-121.56738387,-9.29509187000001
23435,-143.13586992,-8.96769292000002
23444,-227.24178787,-11.56514087
23446,-297.97648819,-17.66763919
23450,-179.11466522,-7.84228322000001
23452,-302.59285924,-19.79359524
23460,-295.88842756,-9.89755156000001
23468,-143.14622638,-12.03674638
23471,-147.65629649,-7.93900748999999
23473,-279.69342883,-12.76873683
23483,-142.74353731,-8.09766930999999
23484,-185.70803127,-11.72931927
23487,-302.87154866,-18.67205566
23488,-188.37877497,-12.12556297
23492,-188.23323463,-12.19947463
23493,-296.05378902,-12.90215802
23497,-289.32306422,-12.37536422
23498,-314.91647871,-19.44163371
23499,-326.8514412,-20.1012442
23500,-329.22200383,-20.63621083
23501,-360.39762791,-20.47619391
23502,-114.46798486,-9.58040086
23505,-166.95821536,-7.18063735999999
23506,-178.89482805,-7.84189805
23507,-329.88400088,-15.43905288
23510,-252.98005781,-12.43941981
23519,-235.99018263,-14.85501463
23520,-240.93845308,-12.85394408
23522,-219.56556053,-11.97670753
23523,-192.19953977,-14.18170277
23527,-128.5756951,-8.91869509999999
23528,-114.48187523,-9.59429123
23531,-145.5377245,-12.5926485
23533,-209.82325097,-12.85493097
23539,-168.12722084,-8.90424784000001
23540,-182.32029771,-9.98637671
23543,-291.72623675,-12.72348875
23544,-145.51252287,-12.56744687
23545,-346.09146749,-19.28098149
23549,-209.93966536,-12.01002036
23552,-314.97819363,-19.28389663
23556,-169.74448611,-7.69240811
23562,-123.83559491,-7.63033491
23563,-219.17243378,-16.95910178
23571,-193.75284619,-7.96928719000002
23577,-90.44576741,-6.23096741000001
23583,-248.75655828,-12.36480328
23597,-276.99613822,-9.44587021999996
23600,-385.09879082,-15.36726882
23603,-262.53695905,-15.61526205
23608,-298.86793347,-14.35839747
23611,-255.46674566,-13.09051166
23618,-193.35191205,-8.96858205000001
23621,-171.40784198,-10.32062598
23622,-161.91128681,-10.26382681
23623,-226.54879803,-10.39446003
23624,-154.86267326,-10.59992126
23625,-154.82585706,-10.56310506
23626,-202.72492976,-12.17999276
23628,-183.48121518,-12.99656718
23632,-181.0249587,-12.3759067
23634,-169.15923991,-11.78553991
23635,-183.47695539,-12.99230739
23636,-183.47103728,-12.98638928
23637,-197.79240021,-14.19680421
23638,-216.87026394,-14.39515594
23639,-224.03490559,-16.05300959
23640,-231.18165898,-15.59560298
23641,-183.4837801,-12.9991321
23642,-149.38443076,-7.42128875999998
23648,-420.98207308,-17.42449508
23652,-202.73762829,-17.34876029
23653,-533.5225186,-22.4540266
23654,-168.89982129,-9.86765328999999
23658,-274.34594778,-18.24627078
23660,-200.47323381,-11.76389281
23661,-191.27314683,-10.60333283
23662,-214.45812052,-14.03806052
23670,-454.58143638,-17.85262138
23674,-321.61849372,-12.70898072
23677,-159.5961614,-8.60352040000001
23686,-157.21681272,-9.24054472
23691,-245.47216069,-18.87252869
23698,-202.88315685,-12.33821985
23699,-235.96319363,-10.36909963
23718,-150.48178112,-10.58736412
23719,-133.62276114,-6.79696813999999
23723,-537.6902052,-10.7157332
23725,-500.12053899,-18.94513499
23729,-293.84842323,-11.35161123
23730,-222.16628953,-11.56106353
23731,-177.29188797,-7.45763097
23732,-164.96646382,-8.68294982
23736,-161.43415812,-7.01488712
23739,-215.14205252,-11.92153452
23742,-107.02253049,-5.98326648999999
23743,-138.74396654,-6.84675254000001
23746,-802.91514457,-15.2068305700001
23751,-332.7787101,-14.0033231
23752,-222.06419899,-11.67842499
23762,-171.94457555,-5.80090855
23766,-243.45923161,-12.35834961
23769,-236.04622694,-16.56952694
23771,-290.80177344,-19.05840944
23772,-235.68625993,-10.53106993
23775,-326.9983825,-18.8479565
23789,-266.16534379,-15.60110179
23795,-275.73594194,-15.73194394
23799,-294.97499685,-14.91070985
23815,-312.8817508,-14.1860508
23821,-265.27313332,-12.27636632
23827,-200.8085578,-10.6989878
23829,-133.5434023,-4.4616163
23833,-222.2391538,-13.5118478
23834,-236.56536216,-14.72710816
23838,-207.58483125,-14.33002725
23839,-189.83273857,-11.55312557
23840,-279.53087112,-10.1450071199999
23845,-272.39856817,-13.67556117
23847,-133.79553436,-8.84766136
23850,-277.86955322,-7.14075422000002
23852,-159.87564055,-10.54146755
23859,-183.70342155,-12.99932155
23860,-252.63515105,-16.55343905
23866,-100.14880813,-8.37217213000001
23868,-235.16260906,-12.65585906
23873,-250.96098789,-11.07516889
23874,-279.58849551,-13.48078051
23875,-279.58363382,-13.47591882
23876,-305.8384613,-15.3444463
23878,-271.74551673,-18.66221273
23885,-188.71472768,-10.09996168
23887,-409.7902694,-11.8683404
23891,-116.55222869,-6.29266069000001
23898,-150.33582999,-5.50479599000002
23905,-173.64159672,-8.84086471999998
24004,-133.79823887,-8.85036587
24005,-133.79748797,-8.84961496999999
24006,-133.79518013,-8.84730713
24017,-198.30873862,-10.03476462
24018,-203.113013,-11.167847
24020,-167.42061291,-9.30150290999998
24036,-243.50593334,-10.52713134
24047,-286.82523424,-11.71313024
24048,-195.51332136,-7.63592735999998
24049,-250.75158649,-13.92446449
24051,-214.76910564,-9.89011963999999
24053,-245.50141261,-16.80440861
24054,-207.52100382,-14.26619982
24055,-176.74342674,-10.36533774
24057,-187.41425642,-8.13099441999998
24058,-226.7791425,-15.7808735
24060,-278.75716898,-18.28915698
24066,-284.1417507,-12.4849237
24075,-212.70122501,-10.13552601
24078,-221.78104729,-11.39527329
24106,-194.38159804,-12.65024504
24111,-207.69195705,-13.25637605
24115,-150.64763905,-7.47507305000002
24116,-219.73844488,-10.96881488
24119,-310.66526781,-16.06115681
24120,-200.80366935,-10.69409935
24123,-265.66465936,-11.04821136
24124,-270.33914853,-12.05150853
24127,-250.80908573,-13.76251173
24128,-195.7983128,-7.92091879999998
24129,-169.5134286,-10.9589516
24130,-367.80357083,-14.63827383
24131,-439.74885778,-14.47252278
24135,-253.60246741,-10.26137141
24139,-335.01574724,-12.44068124
24141,-210.09632698,-7.70775597999997
24143,-133.5518049,-9.78470890000001
24150,-136.04338725,-7.38199824999998
24152,-157.12250986,-11.24361386
24153,-260.39317833,-16.00422033
24154,-275.1364727,-10.1189437
24156,-284.11871125,-17.39850125
24168,-298.45342268,-18.62226468
24170,-284.14381209,-17.42360209
24177,-220.8524251,-11.4566231
24181,-283.75158017,-9.10349016999999
24183,-214.4735977,-14.0535377
24185,-327.49329591,-15.10339591
24186,-291.46981406,-14.08674706
24189,-325.01935018,-14.46504618
24190,-341.77836565,-16.27751765
24192,-245.72328948,-15.84550848
24196,-269.82657356,-16.21731156
24197,-280.12274291,-11.21456991
24206,-171.46735793,-10.59959393
24210,-205.00714979,-15.90476579
24216,-202.96361059,-12.19922159
24218,-133.54608026,-9.77898426
24219,-189.00288991,-8.98789490999999
24221,-315.26760077,-17.21174977
24225,-237.53946992,-13.19712392
24232,-155.40596676,-8.56220876
24239,-216.96439597,-8.37189397
24240,-212.50878604,-14.40201304
24245,-269.62202171,-8.01744571
24255,-192.33302857,-7.21376857000001
24257,-190.54449691,-14.55306091
24259,-183.45074634,-6.62925233999999
24272,-247.70421749,-12.45445249
24274,-178.75603167,-8.88387867
24278,-164.41461103,-12.59002303
24286,-171.74564447,-9.25819946999999
24301,-293.43552439,-15.39763839
24302,-203.06305153,-9.23996553000001
24306,-192.97714849,-10.21349949
24310,-287.37540622,-9.68229622000001
24311,-164.49977722,-10.79726922
24312,-150.17953606,-9.58797606000002
24314,-167.2536283,-9.1345183
24317,-128.84158895,-10.84305695
24321,-295.63422621,-20.00021821
24324,-203.79349885,-10.96392185
24331,-207.83687939,-10.34260139
24347,-215.86972814,-3.13383314000001
24354,-136.29412995,-6.23251195
24356,-173.69037915,-9.10909915000002
24358,-164.82692406,-6.66549006
24370,-195.65821575,-10.62006675
24404,-19.01697457,-1.14022057
24413,-316.46286212,-4.21325611999998
24417,-168.61291013,-6.80893112999999
24423,-157.29870028,-11.20035228
24426,-131.22149493,-8.10921793
24443,-303.59318325,-13.75398725
24473,-171.9197901,-11.3102651
24475,-250.25261152,-16.00649552
24476,-284.41340836,-14.19559736
24478,-148.67567611,-2.28225511000002
24490,-182.26316738,-2.69850937999999
24509,-141.05929572,-7.32648571999999
24510,-262.74134619,-14.63887219
24512,-192.80250413,-13.31700413
24515,-236.50371681,-12.78754281
24522,-220.09108352,-9.92122452000001
24529,-88.33674105,-1.49861104999999
24530,-61.57054059,-1.91916859
24534,-109.71892227,-2.38513626999999
24536,-237.62898671,-4.68365270999999
24585,-174.31083246,-11.86571146
24602,-35.98189703,-0.975064029999999
24625,-181.7346082,-10.5045502
24626,-186.13022573,-7.47313573
24627,-229.38596218,-9.99579918000001
24680,-212.45327985,-14.34650685
24682,-123.52991176,-1.49414376
24688,-159.90511997,-7.51224997
24713,-198.21995163,-13.22412663
24730,-253.27389364,-13.43039864
24749,-287.34670567,-9.65359567000002
24768,-231.10872142,-8.51138041999999
24772,-145.44809772,-7.34695271999999
24776,-260.68869539,-11.84081139
24781,-140.92067462,-5.30994462000001
24802,-313.67384087,-8.31628187000001
24803,-172.35350803,-7.28505702999999
24804,-233.64520026,-16.22354826
24805,-181.20126062,-14.64958062
24806,-200.75024095,-10.64067095
24823,-100.30322436,-0.789513360000001
24827,-184.23244414,-7.88864114
24828,-214.40517641,-9.26795140999999
24834,-186.43232264,-9.43370063999998
24835,-246.20040812,-11.64424912
24839,-173.44087475,-7.74625175
24847,-179.11124176,-12.99492876
24858,-133.22241697,-8.01630497000001
24860,-264.87729235,-10.00260535
24869,-148.28081039,-6.94384038999999
24874,-81.00022951,-6.22518551
24884,-312.87023326,-10.31313226
24906,-203.0397912,-11.6778772
24913,-210.65932928,-8.83461228000002
24954,-245.61101867,-10.79662067
24955,-126.37191031,-5.27235731
24969,-706.14376233,-12.81454833
24971,-207.42716513,-11.11366413
24977,-174.30639305,-11.86127205
24979,-157.31400865,-11.21566065
24980,-188.6312695,-13.0752005
24981,-184.04680271,-10.98114871
24982,-269.90713981,-18.17579781
24984,-153.02861843,-8.02045643
24986,-203.10861279,-11.16344679
24987,-212.83915958,-10.27346058
24988,-172.02696339,-8.35874139000001
24989,-198.34792735,-12.17132535
24991,-114.48583139,-6.32009839
24994,-203.26365753,-10.13771453
25004,-250.68481553,-19.01376253
25005,-275.17854843,-10.16101943
25006,-136.16008823,-9.37661923000002
25009,-246.23522499,-13.77643799
25011,-155.38089799,-8.53713998999999
25017,-285.68079204,-16.16960404
25019,-300.00061281,-17.37847681
25023,-231.25979338,-15.67373738
25032,-217.3618854,-10.4278514
25042,-133.69205129,-8.74417828999999
25051,-315.2367934,-12.2443254
25054,-279.7794002,-14.1493762
25055,-155.41578659,-8.57202859
25057,-229.0053564,-13.6960464
25066,-171.96195493,-8.29373293
25072,-229.23798892,-11.24805492
25089,-279.55619099,-10.17032699
25090,-275.17235445,-11.11615045
25093,-202.22620169,-11.64247769
25098,-203.33343497,-8.32957197000002
25106,-203.17472029,-8.17085729000001
25118,-203.96745782,-12.79634882
25121,-191.17080034,-10.50098634
25123,-176.27849742,-11.52008942
25125,-157.29580573,-11.19745773
25129,-263.00869077,-13.50598777
25131,-284.29826161,-14.29990261
25132,-171.94108301,-11.33155801
25141,-216.19600579,-9.29061879
25142,-149.95894288,-9.58683488
25143,-291.63583687,-9.57439187
25160,-236.72376989,-9.72944688999999
25163,-210.35438671,-12.90243271
25164,-229.2156087,-11.0062227
25184,-203.17953493,-5.11697493
25185,-188.5649817,-13.0089127
25187,-171.6100057,-12.4007097
25191,-267.22643901,-17.59487501
25192,-197.79765823,-9.26544522999998
25208,-203.11678817,-11.17162217
25209,-200.37474964,-16.82147764
25211,-193.25271726,-15.20623326
25222,-274.50004331,-12.06352031
25226,-242.9526281,-14.2133001
25239,-215.11931693,-11.89879893
25244,-169.26091451,-11.88721451
25245,-242.5314364,-12.7919964
25252,-242.58738544,-12.84794544
25255,-260.13188074,-15.04577974
25258,-161.44812082,-11.89803282
25274,-138.35096144,-7.85397644
25275,-195.26250023,-11.62458023
25280,-241.4875336,-16.9715966
25282,-214.72687451,-9.84788850999999
25284,-140.50913054,-9.57677853999999
25298,-141.08864726,-7.35583725999999
25305,-244.11077464,-10.20943464
25310,-253.80476185,-9.28288885000001
25313,-279.92023591,-12.19283991
25320,-212.54004335,-13.25249335
25323,-193.39309792,-9.00976792
25324,-234.23831742,-14.23565942
25325,-219.90250618,-13.01079618
25332,-159.74394095,-11.80999695
25334,-174.03873023,-12.99383823
25336,-310.9404293,-9.03814729999999
25338,-169.63008427,-7.79745826999999
25340,-188.3339682,-14.1781282
25352,-174.30042866,-2.45976465999999
25354,-188.58047027,-11.14648127
25355,-317.17015663,-14.21498863
25371,-128.56363691,-5.62848791000002
25374,-235.74526978,-16.92692578
25375,-135.99787245,-7.33648344999997
25376,-226.87423503,-12.59781703
25377,-297.14878296,-10.53173496
25397,-302.81379367,-21.67299767
25398,-162.38928932,-6.28290332
25402,-100.16135378,-8.38471778
25403,-100.16531726,-8.38868126
25405,-212.68940904,-10.12371004
25417,-166.75697114,-8.16017013999999
25418,-119.02349091,-5.52809791
25420,-340.56800972,-17.38992872
25422,-128.99229638,-7.71561538
25424,-186.41382467,-9.63465467
25430,-341.63015466,-11.67038066
25445,-140.72876243,-11.45487843
25447,-398.79181875,-15.91056175
25450,-425.98740383,-15.48048483
25452,-258.25931005,-9.14965005000002
25459,-147.74322099,-8.02593199
25478,-205.5233804,-11.7426184
25483,-203.2774621,-10.1515191
25484,-203.27987469,-10.15393169
25485,-203.27918835,-10.15324535
25512,-81.02236861,-6.02787261
25550,-236.51178897,-12.79561497
25551,-221.86026194,-9.37711593999998
25561,-272.64358174,-10.86187774
25572,-305.35867238,-16.04543438
25579,-370.182165,-9.06387799999999
25581,-150.73402947,-6.96393846999999
25588,-368.89231601,-11.74578401
25591,-259.73933953,-8.97474853
25592,-274.05655598,-10.18101698
25593,-288.37250401,-11.38601701
25600,-208.96410565,-10.84365565
25604,-224.78167809,-7.88193009000003
25605,-384.48234477,-10.25310977
25609,-194.87872364,-9.58233564
25610,-202.94345724,-14.27644024
25611,-148.11263872,-10.05381772
25619,-301.316378,-10.034629
25640,-167.14501265,-10.20667965
25648,-231.83215561,-10.60639661
25652,-214.84880424,-13.02851524
25653,-214.85254903,-13.03226003
25657,-112.11183942,-5.78170242
25662,-233.80625112,-15.20382212
25663,-174.0280471,-12.7637031
25665,-195.40469541,-13.64469541
25667,-162.24987925,-12.26088725
25670,-283.6182626,-13.8343316
25674,-197.24802309,-9.22214808999999
25678,-186.20119282,-10.00527482
25685,-222.15644822,-11.55122222
25697,-221.91340228,-14.36687328
25700,-147.2793359,-5.97101290000001
25701,-255.08867238,-6.88193038
25705,-295.31826436,-16.36732036
25708,-490.49328354,-18.97708754
25711,-257.62044295,-14.58938995
25713,-131.39745961,-5.22648561
25714,-236.21135102,-10.61725702
25724,-243.11913147,-13.41847847
25738,-221.95774199,-11.57196799
25742,-166.91877709,-7.14119908999999
25746,-143.11971973,-12.01023973
25747,-99.23429754,-4.20815954
25753,-243.32415292,-12.22327092
25756,-224.17881468,-14.09954668
25757,-224.17474072,-14.09547272
25758,-224.17355039,-14.09428239
25759,-288.7566837,-14.1705377
25760,-288.80876421,-14.22261821
25761,-288.75864241,-14.17249641
25762,-288.81451234,-14.22836634
25766,-190.60094373,-12.73158773
25768,-244.48060415,-11.09508215
25775,-263.39375662,-9.43212761999999
25777,-303.65565437,-13.59700637
25786,-191.17029761,-8.62256361000001
25787,-267.48421021,-13.61317221
25788,-224.35354319,-13.09349819
25791,-195.51702356,-7.63962956
25793,-136.16458248,-9.38111348000001
25794,-259.94639721,-7.78157720999999
25796,-209.5893581,-8.34277710000001
25797,-150.06089968,-9.68879168000001
25799,-103.74525699,-6.44815599
25800,-227.89117673,-11.11066673
25805,-161.97285105,-9.14461405
25806,-207.02872577,-8.09543177
25807,-130.99341344,-6.22266844000001
25808,-260.11240467,-11.00628167
25810,-235.24168302,-8.49545902
25811,-183.85837021,-5.85609921
25813,-267.13745712,-11.82740312
25816,-408.46126235,-14.74002035
25824,-139.29821992,-6.51659492000002
25827,-193.1505414,-10.1674404
25828,-131.1186371,-6.3478921
25831,-183.02753609,-9.44540409000001
25833,-88.07268992,-5.69348592
25841,-187.84722535,-8.49652935
25846,-200.32464828,-11.83475928
25849,-302.95122984,-20.62965684
25860,-229.70629532,-8.91590332000001
25865,-178.71130046,-13.99521646
25866,-154.85771343,-10.59496143
25868,-114.56339161,-6.61711061
25869,-143.20387582,-9.03569882000002
25884,-183.36431326,-11.22119726
25886,-279.10714753,-14.39966153
25887,-267.49726815,-12.44545315
25888,-214.46591887,-14.04585887
25902,-152.28499403,-8.19937003000001
25914,-109.61308929,-8.61614929000001
25915,-135.74447921,-8.48331921
25916,-150.07196658,-9.69985858000001
25917,-169.62725952,-7.79463351999999
25918,-183.94983237,-9.00625836999998
25919,-167.18052305,-7.18349305000001
25923,-179.28701287,-9.89255087000001
25927,-216.82990361,-14.57424761
25930,-149.99527815,-9.62317014999999
25935,-191.60373414,-6.47499414000001
25939,-265.319204,-12.102985
25940,-265.33310468,-12.11688568
25941,-322.53891779,-16.87890679
25943,-184.02292326,-8.85989726
25945,-172.38038039,-7.31192938999999
25947,-252.91283082,-15.43088982
25948,-205.06859611,-13.86884011
25952,-470.77515748,-8.55568148000003
25956,-217.76561458,-8.25057458000001
25958,-200.5385657,-11.8292247
25972,-277.37599963,-14.76234863
25980,-128.76692643,-10.76839443
25982,-203.27715187,-10.15120887
25988,-406.70872616,-13.64230316
25991,-175.77436447,-13.11332847
25993,-190.09381526,-14.32183126
25998,-231.90809302,-10.46288202
25999,-217.35975478,-10.42572078
26001,-171.87838926,-5.15147026
26008,-333.81869346,-19.68378846
26028,-263.97493571,-12.18759271
26029,-178.37573697,-8.46479696999998
26036,-134.694954,-7.462441
26048,-176.17978815,-11.42138015
26049,-138.28205684,-10.84376884
26050,-190.85898731,-11.58940231
26056,-145.53246464,-12.58738864
26057,-145.51907071,-12.57399471
26058,-174.14351232,-14.97654032
26062,-179.4076006,-6.9544416
26067,-198.13693611,-13.14111111
26068,-176.71087185,-12.43015485
26070,-140.55594239,-9.40413839000001
26074,-182.76530855,-9.03115854999999
26075,-203.02045955,-9.41682555
26083,-148.26715881,-6.93018881
26086,-169.41062794,-7.79745394000003
26091,-137.98529342,-9.10798942
26092,-295.48099329,-20.06643729
26094,-276.43737015,-15.18516115
26097,-200.55485647,-8.78681847000001
26098,-362.50457165,-19.08907365
26105,-291.24693944,-10.80517544
26106,-276.94887237,-9.61805636999998
26107,-114.57058269,-6.62430169
26109,-327.30044095,-16.09131795
26110,-193.20469435,-12.09951335
26113,-334.44809867,-16.11250667
26115,-368.77602325,-19.66293225
26117,-224.48709583,-10.16835383
26120,-226.80226039,-10.64792239
26123,-197.94054609,-13.16417309
26130,-198.41589711,-7.08322611
26131,-159.61248833,-8.61984733
26135,-176.74519828,-10.36710928
26136,-133.4677419,-9.92009789999999
26137,-209.68426181,-12.93539381
26143,-360.76944281,-18.26700281
26144,-375.08530276,-19.47191476
26151,-205.0776145,-13.8778585
26156,-161.06523008,-9.22696507999999
26157,-175.385303,-10.43609
26175,-269.94727426,-13.05986326
26179,-149.41882298,-7.45568097999998
26181,-227.15299809,-9.59843109000002
26204,-164.94876839,-8.66525439
26214,-202.53093857,-13.38623057
26226,-298.6311773,-15.5218703
26252,-157.60921543,-10.11063843
26253,-229.04109578,-13.73178578
26259,-295.12705294,-4.17580693999997
26272,-286.93374151,-11.82163751
26273,-238.71875654,-11.28906654
26279,-238.61690403,-11.18721403
26289,-152.53621268,-10.10905668
26292,-275.22383074,-10.29246474
26295,-236.51463232,-12.57900632
26299,-140.72218551,-11.44830151
26300,-138.28757072,-10.84928272
26306,-255.75402528,-11.97756228
26311,-224.33519432,-7.17720732000001
26312,-150.70933073,-7.53676473000002
26313,-198.36285088,-10.30832888
26318,-207.40244849,-16.24501649
26320,-238.35095172,-9.48224572000001
26331,-121.41434019,-7.26412819000001
26332,-135.74538716,-8.48422716
26333,-164.35753116,-10.87447516
26334,-150.0720803,-9.69997230000001
26335,-133.30606565,-7.88050165
26348,-315.17208828,-18.29701428
26353,-371.83035916,-23.21457916
26367,-460.32363449,-13.33207949
26368,-264.02036098,-7.70665798000005
26373,-365.25517428,-10.86677628
26375,-131.22145323,-11.38732523
26384,-190.87238371,-9.72487871000001
26385,-181.20607123,-6.43962522999999
26386,-234.10346298,-12.22288498
26392,-193.55564253,-9.17231253
26395,-264.7477159,-16.2098749
26396,-207.85734103,-12.24098303
26403,-203.02302824,-9.19994224000001
26421,-167.11161267,-10.39273167
26422,-262.93608146,-13.43337846
26428,-195.84612019,-9.62719418999998
26433,-253.04127753,-12.50063953
26434,-186.10108676,-10.72214576
26441,-312.11061447,-12.64085747
26444,-139.33034864,-6.54872364000002
26445,-112.09602804,-9.04404004
26446,-269.64952862,-10.88419762
26447,-174.34925239,-11.90413139
26458,-188.52618858,-11.09219958
26474,-210.11710743,-13.84593043
26482,-205.03263048,-13.83287448
26490,-226.17910137,-14.92259337
26492,-211.85132008,-13.70576008
26500,-156.96712317,-9.42975917000001
26502,-185.59448289,-11.83522289
26504,-199.91607126,-13.04586326
26510,-199.89765157,-13.02744357
26512,-214.20997114,-14.22881514
26514,-254.76915799,-17.29075399
26521,-331.95121743,-17.07090243
26523,-338.7654396,-10.3830226
26524,-231.3261825,-5.38325849999998
26533,-239.92047712,-13.74253512
26538,-267.20203084,-16.60914184
26548,-157.48617263,-8.10967563
26556,-178.60269872,-12.00869472
26565,-164.78707345,-11.78170845
26577,-202.09028166,-10.17376266
26578,-299.22956864,-11.44188364
26579,-284.90211344,-10.22537644
26587,-298.37507406,-14.56862406
26608,-153.11907464,-8.11091264000001
26613,-215.32408045,-10.92278545
26632,-298.49699658,-13.72922158
26634,-250.51358318,-15.08669018
26635,-173.88153515,-13.05609515
26636,-169.09257413,-11.93832613
26646,-343.90387086,-17.74820386
26655,-157.59648028,-10.09790328
26657,-252.87636998,-15.61388098
26660,-202.89942154,-12.35448454
26661,-339.18599539,-16.70152039
26687,-272.17796641,-14.63573641
26692,-260.09803121,-17.10930221
26698,-174.21902915,-9.89598815000002
26702,-181.01856117,-12.36950917
26714,-188.25073853,-12.21697853
26715,-216.96163706,-11.42783206
26718,-193.49969464,-11.57753664
26725,-147.66264188,-11.00404988
26727,-171.6633616,-12.4540656
26728,-219.48706697,-11.89821397
26731,-207.58900407,-11.27550307
26734,-336.4481448,-20.9553348
26743,-175.36862291,-10.41940991
26748,-205.23931934,-12.85878634
26751,-19.01697457,-1.14022057
26752,-241.11987139,-11.85458539
26760,-190.91490593,-11.64532093
26768,-187.64148974,-7.17745073999998
26787,-265.01737839,-13.20138839
26808,-135.75902718,-8.49786718
26837,-336.53212241,-18.94194041
26839,-145.52550465,-12.58042865
26843,-157.14893133,-9.17266333000001
26856,-198.22971068,-8.29726868
26860,-210.31686609,-10.76754009
26862,-231.9597485,-10.5145375
26865,-157.62466317,-7.06738916999998
26872,-336.66043584,-8.71338584
26873,-16.70154725,-1.75500325
26875,-174.09993361,-9.77689261
26879,-208.61370764,-11.89348664
26888,-97.86876634,-4.86902934
26889,-168.14832718,-8.92535418
26891,-259.71807342,-18.12957342
26905,-241.50360785,-10.61864085
26909,-293.2750876,-18.5153506
26923,-157.25376442,-5.84072642000001
26934,-176.59297801,-10.43434101
26939,-198.19637164,-13.20054664
26943,-348.12052079,-20.87466779
26951,-224.13284187,-10.03355187
26955,-212.4533532,-14.3465802
26963,-224.82623445,-10.98518345
26970,-133.71598012,-8.76810712000001
26982,-140.56166505,-9.40986104999999
26983,-265.19426764,-17.13411764
26985,-249.48706611,-3.57993411000001
26989,-150.48686592,-10.59244892
26990,-267.29974828,-14.65092028
